Fixed Point: 48484848484848484848484848484848 | Rounds: 36 | Key: 23232323232323232323232323232323
Fixed Point: c849c849c849c849c849c849c849c849 | Rounds: 26 | Key: 23232323232323232323232323232323
Fixed Point: 7dee974d7dee974d7dee974d7dee974d | Rounds: 42 | Key: 23232323232323232323232323232323
Fixed Point: 4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e | Rounds: 47 | Key: 23232323232323232323232323232323
Fixed Point: 6c4f6c4f6c4f6c4f6c4f6c4f6c4f6c4f | Rounds: 29 | Key: 23232323232323232323232323232323
Fixed Point: 50505050505050505050505050505050 | Rounds: 49 | Key: 23232323232323232323232323232323
Fixed Point: ba9b0752ba9b0752ba9b0752ba9b0752 | Rounds: 44 | Key: 23232323232323232323232323232323
Fixed Point: ab55ab55ab55ab55ab55ab55ab55ab55 | Rounds: 19 | Key: 23232323232323232323232323232323
Fixed Point: 57575757575757575757575757575757 | Rounds: 4 | Key: 23232323232323232323232323232323
Fixed Point: 58585858585858585858585858585858 | Rounds: 4 | Key: 23232323232323232323232323232323
Fixed Point: 835b835b835b835b835b835b835b835b | Rounds: 50 | Key: 23232323232323232323232323232323
Fixed Point: 5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c | Rounds: 34 | Key: 23232323232323232323232323232323
Fixed Point: 715c715c715c715c715c715c715c715c | Rounds: 14 | Key: 23232323232323232323232323232323
Fixed Point: 75ce6a5f75ce6a5f75ce6a5f75ce6a5f | Rounds: 44 | Key: 23232323232323232323232323232323
Fixed Point: 61616161616161616161616161616161 | Rounds: 22 | Key: 23232323232323232323232323232323
Fixed Point: 64646464646464646464646464646464 | Rounds: 46 | Key: 23232323232323232323232323232323
Fixed Point: 67676767676767676767676767676767 | Rounds: 34 | Key: 23232323232323232323232323232323
Fixed Point: 5f75ce6a5f75ce6a5f75ce6a5f75ce6a | Rounds: 44 | Key: 23232323232323232323232323232323
Fixed Point: 976b976b976b976b976b976b976b976b | Rounds: 34 | Key: 23232323232323232323232323232323
Fixed Point: b86bb86bb86bb86bb86bb86bb86bb86b | Rounds: 42 | Key: 23232323232323232323232323232323
Fixed Point: 4f6c4f6c4f6c4f6c4f6c4f6c4f6c4f6c | Rounds: 29 | Key: 23232323232323232323232323232323
Fixed Point: b8cbdd6cb8cbdd6cb8cbdd6cb8cbdd6c | Rounds: 37 | Key: 23232323232323232323232323232323
Fixed Point: 5c715c715c715c715c715c715c715c71 | Rounds: 14 | Key: 23232323232323232323232323232323
Fixed Point: 71717171717171717171717171717171 | Rounds: 4 | Key: 23232323232323232323232323232323
Fixed Point: fc71fc71fc71fc71fc71fc71fc71fc71 | Rounds: 26 | Key: 23232323232323232323232323232323
Fixed Point: 72727272727272727272727272727272 | Rounds: 6 | Key: 23232323232323232323232323232323
Fixed Point: de73de73de73de73de73de73de73de73 | Rounds: 37 | Key: 23232323232323232323232323232323
Fixed Point: ce6a5f75ce6a5f75ce6a5f75ce6a5f75 | Rounds: 44 | Key: 23232323232323232323232323232323
Fixed Point: b976b976b976b976b976b976b976b976 | Rounds: 6 | Key: 23232323232323232323232323232323
Fixed Point: e6c60977e6c60977e6c60977e6c60977 | Rounds: 46 | Key: 23232323232323232323232323232323
Fixed Point: 77777777777777777777777777777777 | Rounds: 33 | Key: 23232323232323232323232323232323
Fixed Point: 78787878787878787878787878787878 | Rounds: 16 | Key: 23232323232323232323232323232323
Fixed Point: 79797979797979797979797979797979 | Rounds: 24 | Key: 23232323232323232323232323232323
Fixed Point: ee974d7dee974d7dee974d7dee974d7d | Rounds: 42 | Key: 23232323232323232323232323232323
Fixed Point: c7d53f81c7d53f81c7d53f81c7d53f81 | Rounds: 32 | Key: 23232323232323232323232323232323
Fixed Point: 5b835b835b835b835b835b835b835b83 | Rounds: 50 | Key: 23232323232323232323232323232323
Fixed Point: 83838383838383838383838383838383 | Rounds: 19 | Key: 23232323232323232323232323232323
Fixed Point: 84848484848484848484848484848484 | Rounds: 48 | Key: 23232323232323232323232323232323
Fixed Point: b485b485b485b485b485b485b485b485 | Rounds: 30 | Key: 23232323232323232323232323232323
Fixed Point: c685c685c685c685c685c685c685c685 | Rounds: 4 | Key: 23232323232323232323232323232323
Fixed Point: ec85ec85ec85ec85ec85ec85ec85ec85 | Rounds: 27 | Key: 23232323232323232323232323232323
Fixed Point: 02860286028602860286028602860286 | Rounds: 46 | Key: 23232323232323232323232323232323
Fixed Point: 0f3ff0890f3ff0890f3ff0890f3ff089 | Rounds: 32 | Key: 23232323232323232323232323232323
Fixed Point: 068d068d068d068d068d068d068d068d | Rounds: 43 | Key: 23232323232323232323232323232323
Fixed Point: e08ee08ee08ee08ee08ee08ee08ee08e | Rounds: 41 | Key: 23232323232323232323232323232323
Fixed Point: 8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f | Rounds: 47 | Key: 23232323232323232323232323232323
Fixed Point: 90909090909090909090909090909090 | Rounds: 45 | Key: 23232323232323232323232323232323
Fixed Point: 91919191919191919191919191919191 | Rounds: 15 | Key: 23232323232323232323232323232323
Fixed Point: 053dee94053dee94053dee94053dee94 | Rounds: 36 | Key: 23232323232323232323232323232323
Fixed Point: 6b976b976b976b976b976b976b976b97 | Rounds: 34 | Key: 23232323232323232323232323232323
Fixed Point: 4d7dee974d7dee974d7dee974d7dee97 | Rounds: 42 | Key: 23232323232323232323232323232323
Fixed Point: 98989898989898989898989898989898 | Rounds: 3 | Key: 23232323232323232323232323232323
Fixed Point: 9a9a9a9a9a9a9a9a9a9a9a9a9a9a9a9a | Rounds: 11 | Key: 23232323232323232323232323232323
Fixed Point: 0752ba9b0752ba9b0752ba9b0752ba9b | Rounds: 44 | Key: 23232323232323232323232323232323
Fixed Point: 209c209c209c209c209c209c209c209c | Rounds: 28 | Key: 23232323232323232323232323232323
Fixed Point: bda1bda1bda1bda1bda1bda1bda1bda1 | Rounds: 23 | Key: 23232323232323232323232323232323
Fixed Point: a3a3a3a3a3a3a3a3a3a3a3a3a3a3a3a3 | Rounds: 15 | Key: 23232323232323232323232323232323
Fixed Point: a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5 | Rounds: 46 | Key: 23232323232323232323232323232323
Fixed Point: 55ab55ab55ab55ab55ab55ab55ab55ab | Rounds: 19 | Key: 23232323232323232323232323232323
Fixed Point: adadadadadadadadadadadadadadadad | Rounds: 9 | Key: 23232323232323232323232323232323
Fixed Point: afafafafafafafafafafafafafafafaf | Rounds: 6 | Key: 23232323232323232323232323232323
Fixed Point: 85b485b485b485b485b485b485b485b4 | Rounds: 30 | Key: 23232323232323232323232323232323
Fixed Point: 6bb86bb86bb86bb86bb86bb86bb86bb8 | Rounds: 42 | Key: 23232323232323232323232323232323
Fixed Point: cbdd6cb8cbdd6cb8cbdd6cb8cbdd6cb8 | Rounds: 37 | Key: 23232323232323232323232323232323
Fixed Point: 76b976b976b976b976b976b976b976b9 | Rounds: 6 | Key: 23232323232323232323232323232323
Fixed Point: b9b9b9b9b9b9b9b9b9b9b9b9b9b9b9b9 | Rounds: 3 | Key: 23232323232323232323232323232323
Fixed Point: 9b0752ba9b0752ba9b0752ba9b0752ba | Rounds: 44 | Key: 23232323232323232323232323232323
Fixed Point: a1bda1bda1bda1bda1bda1bda1bda1bd | Rounds: 23 | Key: 23232323232323232323232323232323
Fixed Point: bfbfbfbfbfbfbfbfbfbfbfbfbfbfbfbf | Rounds: 27 | Key: 23232323232323232323232323232323
Fixed Point: 85c685c685c685c685c685c685c685c6 | Rounds: 4 | Key: 23232323232323232323232323232323
Fixed Point: 0977e6c60977e6c60977e6c60977e6c6 | Rounds: 46 | Key: 23232323232323232323232323232323
Fixed Point: d53f81c7d53f81c7d53f81c7d53f81c7 | Rounds: 32 | Key: 23232323232323232323232323232323
Fixed Point: c7c7c7c7c7c7c7c7c7c7c7c7c7c7c7c7 | Rounds: 7 | Key: 23232323232323232323232323232323
Fixed Point: 49c849c849c849c849c849c849c849c8 | Rounds: 26 | Key: 23232323232323232323232323232323
Fixed Point: 47d408ca47d408ca47d408ca47d408ca | Rounds: 49 | Key: 23232323232323232323232323232323
Fixed Point: cacacacacacacacacacacacacacacaca | Rounds: 23 | Key: 23232323232323232323232323232323
Fixed Point: dd6cb8cbdd6cb8cbdd6cb8cbdd6cb8cb | Rounds: 37 | Key: 23232323232323232323232323232323
Fixed Point: cccccccccccccccccccccccccccccccc | Rounds: 8 | Key: 23232323232323232323232323232323
Fixed Point: 6a5f75ce6a5f75ce6a5f75ce6a5f75ce | Rounds: 44 | Key: 23232323232323232323232323232323
Fixed Point: cfcfcfcfcfcfcfcfcfcfcfcfcfcfcfcf | Rounds: 7 | Key: 23232323232323232323232323232323
Fixed Point: d1d1d1d1d1d1d1d1d1d1d1d1d1d1d1d1 | Rounds: 38 | Key: 23232323232323232323232323232323
Fixed Point: 08ca47d408ca47d408ca47d408ca47d4 | Rounds: 49 | Key: 23232323232323232323232323232323
Fixed Point: 3f81c7d53f81c7d53f81c7d53f81c7d5 | Rounds: 32 | Key: 23232323232323232323232323232323
Fixed Point: 6cb8cbdd6cb8cbdd6cb8cbdd6cb8cbdd | Rounds: 37 | Key: 23232323232323232323232323232323
Fixed Point: 73de73de73de73de73de73de73de73de | Rounds: 37 | Key: 23232323232323232323232323232323
Fixed Point: 8ee08ee08ee08ee08ee08ee08ee08ee0 | Rounds: 41 | Key: 23232323232323232323232323232323
Fixed Point: e5e2e5e2e5e2e5e2e5e2e5e2e5e2e5e2 | Rounds: 16 | Key: 23232323232323232323232323232323
Fixed Point: e2e5e2e5e2e5e2e5e2e5e2e5e2e5e2e5 | Rounds: 16 | Key: 23232323232323232323232323232323
Fixed Point: c60977e6c60977e6c60977e6c60977e6 | Rounds: 46 | Key: 23232323232323232323232323232323
Fixed Point: e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7 | Rounds: 43 | Key: 23232323232323232323232323232323
Fixed Point: eaeaeaeaeaeaeaeaeaeaeaeaeaeaeaea | Rounds: 28 | Key: 23232323232323232323232323232323
Fixed Point: 85ec85ec85ec85ec85ec85ec85ec85ec | Rounds: 27 | Key: 23232323232323232323232323232323
Fixed Point: 94053dee94053dee94053dee94053dee | Rounds: 36 | Key: 23232323232323232323232323232323
Fixed Point: 974d7dee974d7dee974d7dee974d7dee | Rounds: 42 | Key: 23232323232323232323232323232323
Fixed Point: 12f012f012f012f012f012f012f012f0 | Rounds: 11 | Key: 23232323232323232323232323232323
Fixed Point: 890f3ff0890f3ff0890f3ff0890f3ff0 | Rounds: 32 | Key: 23232323232323232323232323232323
Fixed Point: f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4 | Rounds: 47 | Key: 23232323232323232323232323232323
Fixed Point: f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9 | Rounds: 24 | Key: 23232323232323232323232323232323
Fixed Point: fafafafafafafafafafafafafafafafa | Rounds: 31 | Key: 23232323232323232323232323232323
Fixed Point: 71fc71fc71fc71fc71fc71fc71fc71fc | Rounds: 26 | Key: 23232323232323232323232323232323
Fixed Point: fcfcfcfcfcfcfcfcfcfcfcfcfcfcfcfc | Rounds: 13 | Key: 23232323232323232323232323232323
Fixed Point: 38fd38fd38fd38fd38fd38fd38fd38fd | Rounds: 21 | Key: 23232323232323232323232323232323
Fixed Point: fefefefefefefefefefefefefefefefe | Rounds: 4 | Key: 23232323232323232323232323232323
Fixed Point: 3377af013377af013377af013377af01 | Rounds: 24 | Key: 24242424242424242424242424242424
Fixed Point: 02020202020202020202020202020202 | Rounds: 22 | Key: 24242424242424242424242424242424
Fixed Point: 04040404040404040404040404040404 | Rounds: 21 | Key: 24242424242424242424242424242424
Fixed Point: 05050505050505050505050505050505 | Rounds: 8 | Key: 24242424242424242424242424242424
Fixed Point: c405c405c405c405c405c405c405c405 | Rounds: 38 | Key: 24242424242424242424242424242424
Fixed Point: 06060606060606060606060606060606 | Rounds: 24 | Key: 24242424242424242424242424242424
Fixed Point: 07070707070707070707070707070707 | Rounds: 49 | Key: 24242424242424242424242424242424
Fixed Point: 08080808080808080808080808080808 | Rounds: 43 | Key: 24242424242424242424242424242424
Fixed Point: 0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c | Rounds: 3 | Key: 24242424242424242424242424242424
Fixed Point: 830f830f830f830f830f830f830f830f | Rounds: 40 | Key: 24242424242424242424242424242424
Fixed Point: ae94a710ae94a710ae94a710ae94a710 | Rounds: 6 | Key: 24242424242424242424242424242424
Fixed Point: 56125612561256125612561256125612 | Rounds: 23 | Key: 24242424242424242424242424242424
Fixed Point: 15151515151515151515151515151515 | Rounds: 25 | Key: 24242424242424242424242424242424
Fixed Point: 2e196f152e196f152e196f152e196f15 | Rounds: 2 | Key: 24242424242424242424242424242424
Fixed Point: 242cbf15242cbf15242cbf15242cbf15 | Rounds: 18 | Key: 24242424242424242424242424242424
Fixed Point: d817d817d817d817d817d817d817d817 | Rounds: 22 | Key: 24242424242424242424242424242424
Fixed Point: 79187918791879187918791879187918 | Rounds: 40 | Key: 24242424242424242424242424242424
Fixed Point: 78892519788925197889251978892519 | Rounds: 43 | Key: 24242424242424242424242424242424
Fixed Point: 6f152e196f152e196f152e196f152e19 | Rounds: 2 | Key: 24242424242424242424242424242424
Fixed Point: edefea1bedefea1bedefea1bedefea1b | Rounds: 6 | Key: 24242424242424242424242424242424
Fixed Point: e9d7511ce9d7511ce9d7511ce9d7511c | Rounds: 15 | Key: 24242424242424242424242424242424
Fixed Point: 6d4ecc1c6d4ecc1c6d4ecc1c6d4ecc1c | Rounds: 48 | Key: 24242424242424242424242424242424
Fixed Point: f7539c1ff7539c1ff7539c1ff7539c1f | Rounds: 48 | Key: 24242424242424242424242424242424
Fixed Point: b26e6a21b26e6a21b26e6a21b26e6a21 | Rounds: 36 | Key: 24242424242424242424242424242424
Fixed Point: 23232323232323232323232323232323 | Rounds: 40 | Key: 24242424242424242424242424242424
Fixed Point: 2cbf15242cbf15242cbf15242cbf1524 | Rounds: 18 | Key: 24242424242424242424242424242424
Fixed Point: 19788925197889251978892519788925 | Rounds: 43 | Key: 24242424242424242424242424242424
Fixed Point: 29292929292929292929292929292929 | Rounds: 2 | Key: 24242424242424242424242424242424
Fixed Point: 559d6d29559d6d29559d6d29559d6d29 | Rounds: 47 | Key: 24242424242424242424242424242424
Fixed Point: bd2bbd2bbd2bbd2bbd2bbd2bbd2bbd2b | Rounds: 9 | Key: 24242424242424242424242424242424
Fixed Point: bf15242cbf15242cbf15242cbf15242c | Rounds: 18 | Key: 24242424242424242424242424242424
Fixed Point: 2c2c2c2c2c2c2c2c2c2c2c2c2c2c2c2c | Rounds: 46 | Key: 24242424242424242424242424242424
Fixed Point: 196f152e196f152e196f152e196f152e | Rounds: 2 | Key: 24242424242424242424242424242424
Fixed Point: 6e2e6e2e6e2e6e2e6e2e6e2e6e2e6e2e | Rounds: 5 | Key: 24242424242424242424242424242424
Fixed Point: ee2fee2fee2fee2fee2fee2fee2fee2f | Rounds: 17 | Key: 24242424242424242424242424242424
Fixed Point: 55305530553055305530553055305530 | Rounds: 41 | Key: 24242424242424242424242424242424
Fixed Point: b6ffa131b6ffa131b6ffa131b6ffa131 | Rounds: 8 | Key: 24242424242424242424242424242424
Fixed Point: 77af013377af013377af013377af0133 | Rounds: 24 | Key: 24242424242424242424242424242424
Fixed Point: 35353535353535353535353535353535 | Rounds: 28 | Key: 24242424242424242424242424242424
Fixed Point: 63386338633863386338633863386338 | Rounds: 34 | Key: 24242424242424242424242424242424
Fixed Point: b23ab23ab23ab23ab23ab23ab23ab23a | Rounds: 46 | Key: 24242424242424242424242424242424
Fixed Point: 40404040404040404040404040404040 | Rounds: 34 | Key: 24242424242424242424242424242424
Fixed Point: 42424242424242424242424242424242 | Rounds: 9 | Key: 24242424242424242424242424242424
Fixed Point: d2d6a542d2d6a542d2d6a542d2d6a542 | Rounds: 23 | Key: 24242424242424242424242424242424
Fixed Point: 65456545654565456545654565456545 | Rounds: 39 | Key: 24242424242424242424242424242424
Fixed Point: 6675f0476675f0476675f0476675f047 | Rounds: 14 | Key: 24242424242424242424242424242424
Fixed Point: 49494949494949494949494949494949 | Rounds: 20 | Key: 24242424242424242424242424242424
Fixed Point: 4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b | Rounds: 7 | Key: 24242424242424242424242424242424
Fixed Point: 4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c | Rounds: 33 | Key: 24242424242424242424242424242424
Fixed Point: cc1c6d4ecc1c6d4ecc1c6d4ecc1c6d4e | Rounds: 48 | Key: 24242424242424242424242424242424
Fixed Point: ff4eff4eff4eff4eff4eff4eff4eff4e | Rounds: 39 | Key: 24242424242424242424242424242424
Fixed Point: 1ce9d7511ce9d7511ce9d7511ce9d751 | Rounds: 15 | Key: 24242424242424242424242424242424
Fixed Point: 9c1ff7539c1ff7539c1ff7539c1ff753 | Rounds: 48 | Key: 24242424242424242424242424242424
Fixed Point: 54545454545454545454545454545454 | Rounds: 12 | Key: 24242424242424242424242424242424
Fixed Point: 9d6d29559d6d29559d6d29559d6d2955 | Rounds: 47 | Key: 24242424242424242424242424242424
Fixed Point: 30553055305530553055305530553055 | Rounds: 41 | Key: 24242424242424242424242424242424
Fixed Point: 12561256125612561256125612561256 | Rounds: 23 | Key: 24242424242424242424242424242424
Fixed Point: 38633863386338633863386338633863 | Rounds: 34 | Key: 24242424242424242424242424242424
Fixed Point: 45654565456545654565456545654565 | Rounds: 39 | Key: 24242424242424242424242424242424
Fixed Point: 65656565656565656565656565656565 | Rounds: 25 | Key: 24242424242424242424242424242424
Fixed Point: 75f0476675f0476675f0476675f04766 | Rounds: 14 | Key: 24242424242424242424242424242424
Fixed Point: f067f067f067f067f067f067f067f067 | Rounds: 10 | Key: 24242424242424242424242424242424
Fixed Point: 68686868686868686868686868686868 | Rounds: 23 | Key: 24242424242424242424242424242424
Fixed Point: 69696969696969696969696969696969 | Rounds: 30 | Key: 24242424242424242424242424242424
Fixed Point: 21b26e6a21b26e6a21b26e6a21b26e6a | Rounds: 36 | Key: 24242424242424242424242424242424
Fixed Point: 4ecc1c6d4ecc1c6d4ecc1c6d4ecc1c6d | Rounds: 48 | Key: 24242424242424242424242424242424
Fixed Point: 29559d6d29559d6d29559d6d29559d6d | Rounds: 47 | Key: 24242424242424242424242424242424
Fixed Point: 2e6e2e6e2e6e2e6e2e6e2e6e2e6e2e6e | Rounds: 5 | Key: 24242424242424242424242424242424
Fixed Point: 6a21b26e6a21b26e6a21b26e6a21b26e | Rounds: 36 | Key: 24242424242424242424242424242424
Fixed Point: 152e196f152e196f152e196f152e196f | Rounds: 2 | Key: 24242424242424242424242424242424
Fixed Point: f0476675f0476675f0476675f0476675 | Rounds: 14 | Key: 24242424242424242424242424242424
Fixed Point: af013377af013377af013377af013377 | Rounds: 24 | Key: 24242424242424242424242424242424
Fixed Point: 89251978892519788925197889251978 | Rounds: 43 | Key: 24242424242424242424242424242424
Fixed Point: 18791879187918791879187918791879 | Rounds: 40 | Key: 24242424242424242424242424242424
Fixed Point: 7a7a7a7a7a7a7a7a7a7a7a7a7a7a7a7a | Rounds: 38 | Key: 24242424242424242424242424242424
Fixed Point: d57cd57cd57cd57cd57cd57cd57cd57c | Rounds: 31 | Key: 24242424242424242424242424242424
Fixed Point: 7d7d7d7d7d7d7d7d7d7d7d7d7d7d7d7d | Rounds: 21 | Key: 24242424242424242424242424242424
Fixed Point: c07dc07dc07dc07dc07dc07dc07dc07d | Rounds: 38 | Key: 24242424242424242424242424242424
Fixed Point: cb82cb82cb82cb82cb82cb82cb82cb82 | Rounds: 7 | Key: 24242424242424242424242424242424
Fixed Point: 0f830f830f830f830f830f830f830f83 | Rounds: 40 | Key: 24242424242424242424242424242424
Fixed Point: 85858585858585858585858585858585 | Rounds: 42 | Key: 24242424242424242424242424242424
Fixed Point: 25197889251978892519788925197889 | Rounds: 43 | Key: 24242424242424242424242424242424
Fixed Point: 90909090909090909090909090909090 | Rounds: 31 | Key: 24242424242424242424242424242424
Fixed Point: a710ae94a710ae94a710ae94a710ae94 | Rounds: 6 | Key: 24242424242424242424242424242424
Fixed Point: 95959595959595959595959595959595 | Rounds: 20 | Key: 24242424242424242424242424242424
Fixed Point: 98989898989898989898989898989898 | Rounds: 4 | Key: 24242424242424242424242424242424
Fixed Point: 9a9a9a9a9a9a9a9a9a9a9a9a9a9a9a9a | Rounds: 3 | Key: 24242424242424242424242424242424
Fixed Point: 1ff7539c1ff7539c1ff7539c1ff7539c | Rounds: 48 | Key: 24242424242424242424242424242424
Fixed Point: 6d29559d6d29559d6d29559d6d29559d | Rounds: 47 | Key: 24242424242424242424242424242424
Fixed Point: a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0 | Rounds: 4 | Key: 24242424242424242424242424242424
Fixed Point: a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1 | Rounds: 45 | Key: 24242424242424242424242424242424
Fixed Point: 31b6ffa131b6ffa131b6ffa131b6ffa1 | Rounds: 8 | Key: 24242424242424242424242424242424
Fixed Point: a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4 | Rounds: 3 | Key: 24242424242424242424242424242424
Fixed Point: 42d2d6a542d2d6a542d2d6a542d2d6a5 | Rounds: 23 | Key: 24242424242424242424242424242424
Fixed Point: 10ae94a710ae94a710ae94a710ae94a7 | Rounds: 6 | Key: 24242424242424242424242424242424
Fixed Point: a7a7a7a7a7a7a7a7a7a7a7a7a7a7a7a7 | Rounds: 25 | Key: 24242424242424242424242424242424
Fixed Point: 94a710ae94a710ae94a710ae94a710ae | Rounds: 6 | Key: 24242424242424242424242424242424
Fixed Point: 013377af013377af013377af013377af | Rounds: 24 | Key: 24242424242424242424242424242424
Fixed Point: 6e6a21b26e6a21b26e6a21b26e6a21b2 | Rounds: 36 | Key: 24242424242424242424242424242424
Fixed Point: 3ab23ab23ab23ab23ab23ab23ab23ab2 | Rounds: 46 | Key: 24242424242424242424242424242424
Fixed Point: b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3 | Rounds: 5 | Key: 24242424242424242424242424242424
Fixed Point: b9d1cdb3b9d1cdb3b9d1cdb3b9d1cdb3 | Rounds: 40 | Key: 24242424242424242424242424242424
Fixed Point: b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4 | Rounds: 25 | Key: 24242424242424242424242424242424
Fixed Point: b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5 | Rounds: 30 | Key: 24242424242424242424242424242424
Fixed Point: ffa131b6ffa131b6ffa131b6ffa131b6 | Rounds: 8 | Key: 24242424242424242424242424242424
Fixed Point: b7b7b7b7b7b7b7b7b7b7b7b7b7b7b7b7 | Rounds: 26 | Key: 24242424242424242424242424242424
Fixed Point: d1cdb3b9d1cdb3b9d1cdb3b9d1cdb3b9 | Rounds: 40 | Key: 24242424242424242424242424242424
Fixed Point: 2bbd2bbd2bbd2bbd2bbd2bbd2bbd2bbd | Rounds: 9 | Key: 24242424242424242424242424242424
Fixed Point: bebebebebebebebebebebebebebebebe | Rounds: 17 | Key: 24242424242424242424242424242424
Fixed Point: 15242cbf15242cbf15242cbf15242cbf | Rounds: 18 | Key: 24242424242424242424242424242424
Fixed Point: 7dc07dc07dc07dc07dc07dc07dc07dc0 | Rounds: 38 | Key: 24242424242424242424242424242424
Fixed Point: c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3c3 | Rounds: 2 | Key: 24242424242424242424242424242424
Fixed Point: 05c405c405c405c405c405c405c405c4 | Rounds: 38 | Key: 24242424242424242424242424242424
Fixed Point: 82cb82cb82cb82cb82cb82cb82cb82cb | Rounds: 7 | Key: 24242424242424242424242424242424
Fixed Point: 1c6d4ecc1c6d4ecc1c6d4ecc1c6d4ecc | Rounds: 48 | Key: 24242424242424242424242424242424
Fixed Point: cdcdcdcdcdcdcdcdcdcdcdcdcdcdcdcd | Rounds: 40 | Key: 24242424242424242424242424242424
Fixed Point: b3b9d1cdb3b9d1cdb3b9d1cdb3b9d1cd | Rounds: 40 | Key: 24242424242424242424242424242424
Fixed Point: d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0 | Rounds: 22 | Key: 24242424242424242424242424242424
Fixed Point: cdb3b9d1cdb3b9d1cdb3b9d1cdb3b9d1 | Rounds: 40 | Key: 24242424242424242424242424242424
Fixed Point: d6a542d2d6a542d2d6a542d2d6a542d2 | Rounds: 23 | Key: 24242424242424242424242424242424
Fixed Point: 7cd57cd57cd57cd57cd57cd57cd57cd5 | Rounds: 31 | Key: 24242424242424242424242424242424
Fixed Point: a542d2d6a542d2d6a542d2d6a542d2d6 | Rounds: 23 | Key: 24242424242424242424242424242424
Fixed Point: d7d7d7d7d7d7d7d7d7d7d7d7d7d7d7d7 | Rounds: 12 | Key: 24242424242424242424242424242424
Fixed Point: 511ce9d7511ce9d7511ce9d7511ce9d7 | Rounds: 15 | Key: 24242424242424242424242424242424
Fixed Point: 17d817d817d817d817d817d817d817d8 | Rounds: 22 | Key: 24242424242424242424242424242424
Fixed Point: f0e5f0e5f0e5f0e5f0e5f0e5f0e5f0e5 | Rounds: 2 | Key: 24242424242424242424242424242424
Fixed Point: d7511ce9d7511ce9d7511ce9d7511ce9 | Rounds: 15 | Key: 24242424242424242424242424242424
Fixed Point: e9e9e9e9e9e9e9e9e9e9e9e9e9e9e9e9 | Rounds: 47 | Key: 24242424242424242424242424242424
Fixed Point: 1bedefea1bedefea1bedefea1bedefea | Rounds: 6 | Key: 24242424242424242424242424242424
Fixed Point: efea1bedefea1bedefea1bedefea1bed | Rounds: 6 | Key: 24242424242424242424242424242424
Fixed Point: 2fee2fee2fee2fee2fee2fee2fee2fee | Rounds: 17 | Key: 24242424242424242424242424242424
Fixed Point: ea1bedefea1bedefea1bedefea1bedef | Rounds: 6 | Key: 24242424242424242424242424242424
Fixed Point: 67f067f067f067f067f067f067f067f0 | Rounds: 10 | Key: 24242424242424242424242424242424
Fixed Point: 476675f0476675f0476675f0476675f0 | Rounds: 14 | Key: 24242424242424242424242424242424
Fixed Point: e5f0e5f0e5f0e5f0e5f0e5f0e5f0e5f0 | Rounds: 2 | Key: 24242424242424242424242424242424
Fixed Point: f3f3f3f3f3f3f3f3f3f3f3f3f3f3f3f3 | Rounds: 44 | Key: 24242424242424242424242424242424
Fixed Point: 539c1ff7539c1ff7539c1ff7539c1ff7 | Rounds: 48 | Key: 24242424242424242424242424242424
Fixed Point: 4eff4eff4eff4eff4eff4eff4eff4eff | Rounds: 39 | Key: 24242424242424242424242424242424
Fixed Point: a131b6ffa131b6ffa131b6ffa131b6ff | Rounds: 8 | Key: 24242424242424242424242424242424
Fixed Point: 02020202020202020202020202020202 | Rounds: 7 | Key: 25252525252525252525252525252525
Fixed Point: fa83a604fa83a604fa83a604fa83a604 | Rounds: 30 | Key: 25252525252525252525252525252525
Fixed Point: 05050505050505050505050505050505 | Rounds: 29 | Key: 25252525252525252525252525252525
Fixed Point: c9fca708c9fca708c9fca708c9fca708 | Rounds: 5 | Key: 25252525252525252525252525252525
Fixed Point: 8877e8088877e8088877e8088877e808 | Rounds: 19 | Key: 25252525252525252525252525252525
Fixed Point: 09090909090909090909090909090909 | Rounds: 6 | Key: 25252525252525252525252525252525
Fixed Point: 0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b0b | Rounds: 25 | Key: 25252525252525252525252525252525
Fixed Point: 0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c0c | Rounds: 11 | Key: 25252525252525252525252525252525
Fixed Point: 880d880d880d880d880d880d880d880d | Rounds: 29 | Key: 25252525252525252525252525252525
Fixed Point: df0ddf0ddf0ddf0ddf0ddf0ddf0ddf0d | Rounds: 34 | Key: 25252525252525252525252525252525
