Fixed Point: a716a716a716a716a716a716a716a716 | Rounds: 40 | Key: 28282828282828282828282828282828
Fixed Point: 04170417041704170417041704170417 | Rounds: 3 | Key: 28282828282828282828282828282828
Fixed Point: 94bc121794bc121794bc121794bc1217 | Rounds: 38 | Key: 28282828282828282828282828282828
Fixed Point: 5d72871b5d72871b5d72871b5d72871b | Rounds: 37 | Key: 28282828282828282828282828282828
Fixed Point: 92d1e71d92d1e71d92d1e71d92d1e71d | Rounds: 2 | Key: 28282828282828282828282828282828
Fixed Point: 1f1f1f1f1f1f1f1f1f1f1f1f1f1f1f1f | Rounds: 2 | Key: 28282828282828282828282828282828
Fixed Point: 20202020202020202020202020202020 | Rounds: 4 | Key: 28282828282828282828282828282828
Fixed Point: a6a79220a6a79220a6a79220a6a79220 | Rounds: 43 | Key: 28282828282828282828282828282828
Fixed Point: a482db20a482db20a482db20a482db20 | Rounds: 42 | Key: 28282828282828282828282828282828
Fixed Point: d721d721d721d721d721d721d721d721 | Rounds: 24 | Key: 28282828282828282828282828282828
Fixed Point: 862a3a22862a3a22862a3a22862a3a22 | Rounds: 6 | Key: 28282828282828282828282828282828
Fixed Point: bc22bc22bc22bc22bc22bc22bc22bc22 | Rounds: 41 | Key: 28282828282828282828282828282828
Fixed Point: 24242424242424242424242424242424 | Rounds: 46 | Key: 28282828282828282828282828282828
Fixed Point: 28282828282828282828282828282828 | Rounds: 46 | Key: 28282828282828282828282828282828
Fixed Point: 2e282e282e282e282e282e282e282e28 | Rounds: 3 | Key: 28282828282828282828282828282828
Fixed Point: 3a22862a3a22862a3a22862a3a22862a | Rounds: 6 | Key: 28282828282828282828282828282828
Fixed Point: 2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b | Rounds: 10 | Key: 28282828282828282828282828282828
Fixed Point: 568aaa2d568aaa2d568aaa2d568aaa2d | Rounds: 10 | Key: 28282828282828282828282828282828
Fixed Point: 282e282e282e282e282e282e282e282e | Rounds: 3 | Key: 28282828282828282828282828282828
Fixed Point: 2e2e2e2e2e2e2e2e2e2e2e2e2e2e2e2e | Rounds: 45 | Key: 28282828282828282828282828282828
Fixed Point: 32323232323232323232323232323232 | Rounds: 47 | Key: 28282828282828282828282828282828
Fixed Point: 7f327f327f327f327f327f327f327f32 | Rounds: 13 | Key: 28282828282828282828282828282828
Fixed Point: 34343434343434343434343434343434 | Rounds: 40 | Key: 28282828282828282828282828282828
Fixed Point: 72367236723672367236723672367236 | Rounds: 6 | Key: 28282828282828282828282828282828
Fixed Point: 22862a3a22862a3a22862a3a22862a3a | Rounds: 6 | Key: 28282828282828282828282828282828
Fixed Point: 40d7db3f40d7db3f40d7db3f40d7db3f | Rounds: 20 | Key: 28282828282828282828282828282828
Fixed Point: d7db3f40d7db3f40d7db3f40d7db3f40 | Rounds: 20 | Key: 28282828282828282828282828282828
Fixed Point: 40404040404040404040404040404040 | Rounds: 31 | Key: 28282828282828282828282828282828
Fixed Point: 42424242424242424242424242424242 | Rounds: 33 | Key: 28282828282828282828282828282828
Fixed Point: 44444444444444444444444444444444 | Rounds: 45 | Key: 28282828282828282828282828282828
Fixed Point: ae46ae46ae46ae46ae46ae46ae46ae46 | Rounds: 17 | Key: 28282828282828282828282828282828
Fixed Point: 47474747474747474747474747474747 | Rounds: 26 | Key: 28282828282828282828282828282828
Fixed Point: 124b124b124b124b124b124b124b124b | Rounds: 14 | Key: 28282828282828282828282828282828
Fixed Point: 4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e | Rounds: 17 | Key: 28282828282828282828282828282828
Fixed Point: fda5684efda5684efda5684efda5684e | Rounds: 5 | Key: 28282828282828282828282828282828
Fixed Point: 50505050505050505050505050505050 | Rounds: 48 | Key: 28282828282828282828282828282828
Fixed Point: 51515151515151515151515151515151 | Rounds: 16 | Key: 28282828282828282828282828282828
Fixed Point: 8aaa2d568aaa2d568aaa2d568aaa2d56 | Rounds: 10 | Key: 28282828282828282828282828282828
Fixed Point: dc5adc5adc5adc5adc5adc5adc5adc5a | Rounds: 12 | Key: 28282828282828282828282828282828
Fixed Point: ee79b05bee79b05bee79b05bee79b05b | Rounds: 8 | Key: 28282828282828282828282828282828
Fixed Point: 72871b5d72871b5d72871b5d72871b5d | Rounds: 37 | Key: 28282828282828282828282828282828
Fixed Point: 96609660966096609660966096609660 | Rounds: 11 | Key: 28282828282828282828282828282828
Fixed Point: e360e360e360e360e360e360e360e360 | Rounds: 25 | Key: 28282828282828282828282828282828
Fixed Point: 61616161616161616161616161616161 | Rounds: 26 | Key: 28282828282828282828282828282828
Fixed Point: 66666666666666666666666666666666 | Rounds: 8 | Key: 28282828282828282828282828282828
Fixed Point: 67676767676767676767676767676767 | Rounds: 21 | Key: 28282828282828282828282828282828
Fixed Point: 4efda5684efda5684efda5684efda568 | Rounds: 5 | Key: 28282828282828282828282828282828
Fixed Point: 6d6d6d6d6d6d6d6d6d6d6d6d6d6d6d6d | Rounds: 4 | Key: 28282828282828282828282828282828
Fixed Point: 36723672367236723672367236723672 | Rounds: 6 | Key: 28282828282828282828282828282828
Fixed Point: 871b5d72871b5d72871b5d72871b5d72 | Rounds: 37 | Key: 28282828282828282828282828282828
Fixed Point: b076b076b076b076b076b076b076b076 | Rounds: 43 | Key: 28282828282828282828282828282828
Fixed Point: 10fe957910fe957910fe957910fe9579 | Rounds: 47 | Key: 28282828282828282828282828282828
Fixed Point: b05bee79b05bee79b05bee79b05bee79 | Rounds: 8 | Key: 28282828282828282828282828282828
Fixed Point: 327f327f327f327f327f327f327f327f | Rounds: 13 | Key: 28282828282828282828282828282828
Fixed Point: 81818181818181818181818181818181 | Rounds: 29 | Key: 28282828282828282828282828282828
Fixed Point: db20a482db20a482db20a482db20a482 | Rounds: 42 | Key: 28282828282828282828282828282828
Fixed Point: 2a3a22862a3a22862a3a22862a3a2286 | Rounds: 6 | Key: 28282828282828282828282828282828
Fixed Point: 1b5d72871b5d72871b5d72871b5d7287 | Rounds: 37 | Key: 28282828282828282828282828282828
Fixed Point: aa2d568aaa2d568aaa2d568aaa2d568a | Rounds: 10 | Key: 28282828282828282828282828282828
Fixed Point: 8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d | Rounds: 21 | Key: 28282828282828282828282828282828
Fixed Point: 91919191919191919191919191919191 | Rounds: 3 | Key: 28282828282828282828282828282828
Fixed Point: d1e71d92d1e71d92d1e71d92d1e71d92 | Rounds: 2 | Key: 28282828282828282828282828282828
Fixed Point: 20a6a79220a6a79220a6a79220a6a792 | Rounds: 43 | Key: 28282828282828282828282828282828
Fixed Point: e801e093e801e093e801e093e801e093 | Rounds: 43 | Key: 28282828282828282828282828282828
Fixed Point: bc121794bc121794bc121794bc121794 | Rounds: 38 | Key: 28282828282828282828282828282828
Fixed Point: 7910fe957910fe957910fe957910fe95 | Rounds: 47 | Key: 28282828282828282828282828282828
Fixed Point: 60966096609660966096609660966096 | Rounds: 11 | Key: 28282828282828282828282828282828
Fixed Point: 96969696969696969696969696969696 | Rounds: 45 | Key: 28282828282828282828282828282828
Fixed Point: 99999999999999999999999999999999 | Rounds: 21 | Key: 28282828282828282828282828282828
Fixed Point: ac9eac9eac9eac9eac9eac9eac9eac9e | Rounds: 13 | Key: 28282828282828282828282828282828
Fixed Point: a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0 | Rounds: 31 | Key: 28282828282828282828282828282828
Fixed Point: a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2 | Rounds: 34 | Key: 28282828282828282828282828282828
Fixed Point: 82db20a482db20a482db20a482db20a4 | Rounds: 42 | Key: 28282828282828282828282828282828
Fixed Point: a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4 | Rounds: 39 | Key: 28282828282828282828282828282828
Fixed Point: 684efda5684efda5684efda5684efda5 | Rounds: 5 | Key: 28282828282828282828282828282828
Fixed Point: a79220a6a79220a6a79220a6a79220a6 | Rounds: 43 | Key: 28282828282828282828282828282828
Fixed Point: 16a716a716a716a716a716a716a716a7 | Rounds: 40 | Key: 28282828282828282828282828282828
Fixed Point: 9220a6a79220a6a79220a6a79220a6a7 | Rounds: 43 | Key: 28282828282828282828282828282828
Fixed Point: bdf5bca8bdf5bca8bdf5bca8bdf5bca8 | Rounds: 27 | Key: 28282828282828282828282828282828
Fixed Point: 2d568aaa2d568aaa2d568aaa2d568aaa | Rounds: 10 | Key: 28282828282828282828282828282828
Fixed Point: 9eac9eac9eac9eac9eac9eac9eac9eac | Rounds: 13 | Key: 28282828282828282828282828282828
Fixed Point: acacacacacacacacacacacacacacacac | Rounds: 33 | Key: 28282828282828282828282828282828
Fixed Point: 46ae46ae46ae46ae46ae46ae46ae46ae | Rounds: 17 | Key: 28282828282828282828282828282828
Fixed Point: 76b076b076b076b076b076b076b076b0 | Rounds: 43 | Key: 28282828282828282828282828282828
Fixed Point: 5bee79b05bee79b05bee79b05bee79b0 | Rounds: 8 | Key: 28282828282828282828282828282828
Fixed Point: b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2 | Rounds: 24 | Key: 28282828282828282828282828282828
Fixed Point: 00b700b700b700b700b700b700b700b7 | Rounds: 11 | Key: 28282828282828282828282828282828
Fixed Point: 22bc22bc22bc22bc22bc22bc22bc22bc | Rounds: 41 | Key: 28282828282828282828282828282828
Fixed Point: 121794bc121794bc121794bc121794bc | Rounds: 38 | Key: 28282828282828282828282828282828
Fixed Point: a8bdf5bca8bdf5bca8bdf5bca8bdf5bc | Rounds: 27 | Key: 28282828282828282828282828282828
Fixed Point: f5bca8bdf5bca8bdf5bca8bdf5bca8bd | Rounds: 27 | Key: 28282828282828282828282828282828
Fixed Point: c2c2c2c2c2c2c2c2c2c2c2c2c2c2c2c2 | Rounds: 12 | Key: 28282828282828282828282828282828
Fixed Point: c7c7c7c7c7c7c7c7c7c7c7c7c7c7c7c7 | Rounds: 49 | Key: 28282828282828282828282828282828
Fixed Point: cbcbcbcbcbcbcbcbcbcbcbcbcbcbcbcb | Rounds: 42 | Key: 28282828282828282828282828282828
Fixed Point: cfcfcfcfcfcfcfcfcfcfcfcfcfcfcfcf | Rounds: 21 | Key: 28282828282828282828282828282828
Fixed Point: e71d92d1e71d92d1e71d92d1e71d92d1 | Rounds: 2 | Key: 28282828282828282828282828282828
Fixed Point: 21d721d721d721d721d721d721d721d7 | Rounds: 24 | Key: 28282828282828282828282828282828
Fixed Point: db3f40d7db3f40d7db3f40d7db3f40d7 | Rounds: 20 | Key: 28282828282828282828282828282828
Fixed Point: dadadadadadadadadadadadadadadada | Rounds: 44 | Key: 28282828282828282828282828282828
Fixed Point: 20a482db20a482db20a482db20a482db | Rounds: 42 | Key: 28282828282828282828282828282828
Fixed Point: 3f40d7db3f40d7db3f40d7db3f40d7db | Rounds: 20 | Key: 28282828282828282828282828282828
Fixed Point: 5adc5adc5adc5adc5adc5adc5adc5adc | Rounds: 12 | Key: 28282828282828282828282828282828
Fixed Point: 93e801e093e801e093e801e093e801e0 | Rounds: 43 | Key: 28282828282828282828282828282828
Fixed Point: 60e360e360e360e360e360e360e360e3 | Rounds: 25 | Key: 28282828282828282828282828282828
Fixed Point: 0ae40ae40ae40ae40ae40ae40ae40ae4 | Rounds: 50 | Key: 28282828282828282828282828282828
Fixed Point: 1d92d1e71d92d1e71d92d1e71d92d1e7 | Rounds: 2 | Key: 28282828282828282828282828282828
Fixed Point: 01e093e801e093e801e093e801e093e8 | Rounds: 43 | Key: 28282828282828282828282828282828
Fixed Point: 79b05bee79b05bee79b05bee79b05bee | Rounds: 8 | Key: 28282828282828282828282828282828
Fixed Point: f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0 | Rounds: 25 | Key: 28282828282828282828282828282828
Fixed Point: f1f1f1f1f1f1f1f1f1f1f1f1f1f1f1f1 | Rounds: 28 | Key: 28282828282828282828282828282828
Fixed Point: bca8bdf5bca8bdf5bca8bdf5bca8bdf5 | Rounds: 27 | Key: 28282828282828282828282828282828
Fixed Point: f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8f8 | Rounds: 43 | Key: 28282828282828282828282828282828
Fixed Point: fafafafafafafafafafafafafafafafa | Rounds: 16 | Key: 28282828282828282828282828282828
Fixed Point: a5684efda5684efda5684efda5684efd | Rounds: 5 | Key: 28282828282828282828282828282828
Fixed Point: 957910fe957910fe957910fe957910fe | Rounds: 47 | Key: 28282828282828282828282828282828
Fixed Point: fefefefefefefefefefefefefefefefe | Rounds: 22 | Key: 28282828282828282828282828282828
Fixed Point: f89e3c01f89e3c01f89e3c01f89e3c01 | Rounds: 33 | Key: 29292929292929292929292929292929
Fixed Point: 03030303030303030303030303030303 | Rounds: 16 | Key: 29292929292929292929292929292929
Fixed Point: 451fcc05451fcc05451fcc05451fcc05 | Rounds: 4 | Key: 29292929292929292929292929292929
Fixed Point: 07070707070707070707070707070707 | Rounds: 38 | Key: 29292929292929292929292929292929
Fixed Point: dd07dd07dd07dd07dd07dd07dd07dd07 | Rounds: 42 | Key: 29292929292929292929292929292929
Fixed Point: 09090909090909090909090909090909 | Rounds: 43 | Key: 29292929292929292929292929292929
Fixed Point: 16462909164629091646290916462909 | Rounds: 36 | Key: 29292929292929292929292929292929
Fixed Point: 0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a | Rounds: 48 | Key: 29292929292929292929292929292929
Fixed Point: f60bf60bf60bf60bf60bf60bf60bf60b | Rounds: 32 | Key: 29292929292929292929292929292929
Fixed Point: 0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d | Rounds: 13 | Key: 29292929292929292929292929292929
Fixed Point: 420f420f420f420f420f420f420f420f | Rounds: 14 | Key: 29292929292929292929292929292929
Fixed Point: e922900fe922900fe922900fe922900f | Rounds: 11 | Key: 29292929292929292929292929292929
Fixed Point: 11111111111111111111111111111111 | Rounds: 5 | Key: 29292929292929292929292929292929
Fixed Point: 3d113d113d113d113d113d113d113d11 | Rounds: 46 | Key: 29292929292929292929292929292929
Fixed Point: 4e144e144e144e144e144e144e144e14 | Rounds: 9 | Key: 29292929292929292929292929292929
Fixed Point: 59145914591459145914591459145914 | Rounds: 5 | Key: 29292929292929292929292929292929
Fixed Point: 77147714771477147714771477147714 | Rounds: 29 | Key: 29292929292929292929292929292929
Fixed Point: 46290916462909164629091646290916 | Rounds: 36 | Key: 29292929292929292929292929292929
Fixed Point: dc16dc16dc16dc16dc16dc16dc16dc16 | Rounds: 31 | Key: 29292929292929292929292929292929
Fixed Point: 9d1a9d1a9d1a9d1a9d1a9d1a9d1a9d1a | Rounds: 6 | Key: 29292929292929292929292929292929
Fixed Point: 651b651b651b651b651b651b651b651b | Rounds: 24 | Key: 29292929292929292929292929292929
Fixed Point: ab938b1bab938b1bab938b1bab938b1b | Rounds: 19 | Key: 29292929292929292929292929292929
Fixed Point: cc05451fcc05451fcc05451fcc05451f | Rounds: 4 | Key: 29292929292929292929292929292929
Fixed Point: 900fe922900fe922900fe922900fe922 | Rounds: 11 | Key: 29292929292929292929292929292929
Fixed Point: e124e124e124e124e124e124e124e124 | Rounds: 27 | Key: 29292929292929292929292929292929
Fixed Point: 09164629091646290916462909164629 | Rounds: 36 | Key: 29292929292929292929292929292929
Fixed Point: ef2bef2bef2bef2bef2bef2bef2bef2b | Rounds: 29 | Key: 29292929292929292929292929292929
Fixed Point: 4eab97324eab97324eab97324eab9732 | Rounds: 28 | Key: 29292929292929292929292929292929
Fixed Point: 78347834783478347834783478347834 | Rounds: 2 | Key: 29292929292929292929292929292929
Fixed Point: 82358235823582358235823582358235 | Rounds: 46 | Key: 29292929292929292929292929292929
Fixed Point: f535f535f535f535f535f535f535f535 | Rounds: 16 | Key: 29292929292929292929292929292929
Fixed Point: 47394739473947394739473947394739 | Rounds: 44 | Key: 29292929292929292929292929292929
Fixed Point: ee39ee39ee39ee39ee39ee39ee39ee39 | Rounds: 38 | Key: 29292929292929292929292929292929
Fixed Point: 01f89e3c01f89e3c01f89e3c01f89e3c | Rounds: 33 | Key: 29292929292929292929292929292929
Fixed Point: 113d113d113d113d113d113d113d113d | Rounds: 46 | Key: 29292929292929292929292929292929
Fixed Point: 3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d | Rounds: 22 | Key: 29292929292929292929292929292929
Fixed Point: cdecad40cdecad40cdecad40cdecad40 | Rounds: 5 | Key: 29292929292929292929292929292929
Fixed Point: 0f420f420f420f420f420f420f420f42 | Rounds: 14 | Key: 29292929292929292929292929292929
Fixed Point: cf46eb44cf46eb44cf46eb44cf46eb44 | Rounds: 18 | Key: 29292929292929292929292929292929
Fixed Point: 1fcc05451fcc05451fcc05451fcc0545 | Rounds: 4 | Key: 29292929292929292929292929292929
Fixed Point: dad2ba45dad2ba45dad2ba45dad2ba45 | Rounds: 18 | Key: 29292929292929292929292929292929
Fixed Point: 9f5ddc459f5ddc459f5ddc459f5ddc45 | Rounds: 35 | Key: 29292929292929292929292929292929
Fixed Point: 29091646290916462909164629091646 | Rounds: 36 | Key: 29292929292929292929292929292929
Fixed Point: eb44cf46eb44cf46eb44cf46eb44cf46 | Rounds: 18 | Key: 29292929292929292929292929292929
Fixed Point: 39473947394739473947394739473947 | Rounds: 44 | Key: 29292929292929292929292929292929
Fixed Point: 47474747474747474747474747474747 | Rounds: 6 | Key: 29292929292929292929292929292929
Fixed Point: 144e144e144e144e144e144e144e144e | Rounds: 9 | Key: 29292929292929292929292929292929
Fixed Point: ab97324eab97324eab97324eab97324e | Rounds: 28 | Key: 29292929292929292929292929292929
Fixed Point: 4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f | Rounds: 5 | Key: 29292929292929292929292929292929
Fixed Point: 594f594f594f594f594f594f594f594f | Rounds: 10 | Key: 29292929292929292929292929292929
Fixed Point: ce50ce50ce50ce50ce50ce50ce50ce50 | Rounds: 20 | Key: 29292929292929292929292929292929
Fixed Point: 54545454545454545454545454545454 | Rounds: 49 | Key: 29292929292929292929292929292929
Fixed Point: ef55ef55ef55ef55ef55ef55ef55ef55 | Rounds: 16 | Key: 29292929292929292929292929292929
Fixed Point: 58585858585858585858585858585858 | Rounds: 47 | Key: 29292929292929292929292929292929
Fixed Point: 14591459145914591459145914591459 | Rounds: 5 | Key: 29292929292929292929292929292929
Fixed Point: 4f594f594f594f594f594f594f594f59 | Rounds: 10 | Key: 29292929292929292929292929292929
Fixed Point: d9829d59d9829d59d9829d59d9829d59 | Rounds: 35 | Key: 29292929292929292929292929292929
Fixed Point: dc459f5ddc459f5ddc459f5ddc459f5d | Rounds: 35 | Key: 29292929292929292929292929292929
Fixed Point: 655e655e655e655e655e655e655e655e | Rounds: 22 | Key: 29292929292929292929292929292929
Fixed Point: 5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f5f | Rounds: 15 | Key: 29292929292929292929292929292929
Fixed Point: 63636363636363636363636363636363 | Rounds: 4 | Key: 29292929292929292929292929292929
Fixed Point: 64646464646464646464646464646464 | Rounds: 4 | Key: 29292929292929292929292929292929
Fixed Point: 1b651b651b651b651b651b651b651b65 | Rounds: 24 | Key: 29292929292929292929292929292929
Fixed Point: 5e655e655e655e655e655e655e655e65 | Rounds: 22 | Key: 29292929292929292929292929292929
Fixed Point: 68686868686868686868686868686868 | Rounds: 23 | Key: 29292929292929292929292929292929
Fixed Point: 8cf9b6688cf9b6688cf9b6688cf9b668 | Rounds: 19 | Key: 29292929292929292929292929292929
Fixed Point: 71717171717171717171717171717171 | Rounds: 10 | Key: 29292929292929292929292929292929
Fixed Point: ad73ad73ad73ad73ad73ad73ad73ad73 | Rounds: 6 | Key: 29292929292929292929292929292929
Fixed Point: c373c373c373c373c373c373c373c373 | Rounds: 42 | Key: 29292929292929292929292929292929
Fixed Point: 14771477147714771477147714771477 | Rounds: 29 | Key: 29292929292929292929292929292929
Fixed Point: 34783478347834783478347834783478 | Rounds: 2 | Key: 29292929292929292929292929292929
Fixed Point: 78787878787878787878787878787878 | Rounds: 36 | Key: 29292929292929292929292929292929
Fixed Point: 95799579957995799579957995799579 | Rounds: 23 | Key: 29292929292929292929292929292929
Fixed Point: 7a7a7a7a7a7a7a7a7a7a7a7a7a7a7a7a | Rounds: 13 | Key: 29292929292929292929292929292929
Fixed Point: 7b7b7b7b7b7b7b7b7b7b7b7b7b7b7b7b | Rounds: 12 | Key: 29292929292929292929292929292929
Fixed Point: b4e6d77bb4e6d77bb4e6d77bb4e6d77b | Rounds: 13 | Key: 29292929292929292929292929292929
Fixed Point: 35823582358235823582358235823582 | Rounds: 46 | Key: 29292929292929292929292929292929
Fixed Point: 9d59d9829d59d9829d59d9829d59d982 | Rounds: 35 | Key: 29292929292929292929292929292929
Fixed Point: 83838383838383838383838383838383 | Rounds: 45 | Key: 29292929292929292929292929292929
Fixed Point: ee87ee87ee87ee87ee87ee87ee87ee87 | Rounds: 9 | Key: 29292929292929292929292929292929
Fixed Point: 8b8b8b8b8b8b8b8b8b8b8b8b8b8b8b8b | Rounds: 47 | Key: 29292929292929292929292929292929
Fixed Point: 1bab938b1bab938b1bab938b1bab938b | Rounds: 19 | Key: 29292929292929292929292929292929
Fixed Point: f9b6688cf9b6688cf9b6688cf9b6688c | Rounds: 19 | Key: 29292929292929292929292929292929
Fixed Point: 8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d | Rounds: 11 | Key: 29292929292929292929292929292929
Fixed Point: 948f948f948f948f948f948f948f948f | Rounds: 8 | Key: 29292929292929292929292929292929
Fixed Point: 0fe922900fe922900fe922900fe92290 | Rounds: 11 | Key: 29292929292929292929292929292929
Fixed Point: 92929292929292929292929292929292 | Rounds: 36 | Key: 29292929292929292929292929292929
Fixed Point: 93939393939393939393939393939393 | Rounds: 21 | Key: 29292929292929292929292929292929
Fixed Point: 8b1bab938b1bab938b1bab938b1bab93 | Rounds: 19 | Key: 29292929292929292929292929292929
Fixed Point: 8f948f948f948f948f948f948f948f94 | Rounds: 8 | Key: 29292929292929292929292929292929
Fixed Point: 79957995799579957995799579957995 | Rounds: 23 | Key: 29292929292929292929292929292929
Fixed Point: 97979797979797979797979797979797 | Rounds: 47 | Key: 29292929292929292929292929292929
Fixed Point: 324eab97324eab97324eab97324eab97 | Rounds: 28 | Key: 29292929292929292929292929292929
Fixed Point: 98989898989898989898989898989898 | Rounds: 14 | Key: 29292929292929292929292929292929
Fixed Point: 1a9d1a9d1a9d1a9d1a9d1a9d1a9d1a9d | Rounds: 6 | Key: 29292929292929292929292929292929
Fixed Point: 59d9829d59d9829d59d9829d59d9829d | Rounds: 35 | Key: 29292929292929292929292929292929
Fixed Point: 9d9d9d9d9d9d9d9d9d9d9d9d9d9d9d9d | Rounds: 28 | Key: 29292929292929292929292929292929
Fixed Point: 9e9e9e9e9e9e9e9e9e9e9e9e9e9e9e9e | Rounds: 5 | Key: 29292929292929292929292929292929
Fixed Point: 3c01f89e3c01f89e3c01f89e3c01f89e | Rounds: 33 | Key: 29292929292929292929292929292929
Fixed Point: 5ddc459f5ddc459f5ddc459f5ddc459f | Rounds: 35 | Key: 29292929292929292929292929292929
Fixed Point: 938b1bab938b1bab938b1bab938b1bab | Rounds: 19 | Key: 29292929292929292929292929292929
Fixed Point: 97324eab97324eab97324eab97324eab | Rounds: 28 | Key: 29292929292929292929292929292929
Fixed Point: 73ad73ad73ad73ad73ad73ad73ad73ad | Rounds: 6 | Key: 29292929292929292929292929292929
Fixed Point: 40cdecad40cdecad40cdecad40cdecad | Rounds: 5 | Key: 29292929292929292929292929292929
Fixed Point: b1b1b1b1b1b1b1b1b1b1b1b1b1b1b1b1 | Rounds: 43 | Key: 29292929292929292929292929292929
Fixed Point: e6d77bb4e6d77bb4e6d77bb4e6d77bb4 | Rounds: 13 | Key: 29292929292929292929292929292929
Fixed Point: 688cf9b6688cf9b6688cf9b6688cf9b6 | Rounds: 19 | Key: 29292929292929292929292929292929
Fixed Point: f7b7f7b7f7b7f7b7f7b7f7b7f7b7f7b7 | Rounds: 29 | Key: 29292929292929292929292929292929
Fixed Point: b9b9b9b9b9b9b9b9b9b9b9b9b9b9b9b9 | Rounds: 17 | Key: 29292929292929292929292929292929
Fixed Point: 45dad2ba45dad2ba45dad2ba45dad2ba | Rounds: 18 | Key: 29292929292929292929292929292929
Fixed Point: 73c373c373c373c373c373c373c373c3 | Rounds: 42 | Key: 29292929292929292929292929292929
Fixed Point: d3c3d3c3d3c3d3c3d3c3d3c3d3c3d3c3 | Rounds: 20 | Key: 29292929292929292929292929292929
Fixed Point: c9c9c9c9c9c9c9c9c9c9c9c9c9c9c9c9 | Rounds: 11 | Key: 29292929292929292929292929292929
Fixed Point: cbcbcbcbcbcbcbcbcbcbcbcbcbcbcbcb | Rounds: 37 | Key: 29292929292929292929292929292929
Fixed Point: 05451fcc05451fcc05451fcc05451fcc | Rounds: 4 | Key: 29292929292929292929292929292929
Fixed Point: ecad40cdecad40cdecad40cdecad40cd | Rounds: 5 | Key: 29292929292929292929292929292929
Fixed Point: 50ce50ce50ce50ce50ce50ce50ce50ce | Rounds: 20 | Key: 29292929292929292929292929292929
Fixed Point: 46eb44cf46eb44cf46eb44cf46eb44cf | Rounds: 18 | Key: 29292929292929292929292929292929
Fixed Point: ba45dad2ba45dad2ba45dad2ba45dad2 | Rounds: 18 | Key: 29292929292929292929292929292929
Fixed Point: c3d3c3d3c3d3c3d3c3d3c3d3c3d3c3d3 | Rounds: 20 | Key: 29292929292929292929292929292929
Fixed Point: 7bb4e6d77bb4e6d77bb4e6d77bb4e6d7 | Rounds: 13 | Key: 29292929292929292929292929292929
Fixed Point: 829d59d9829d59d9829d59d9829d59d9 | Rounds: 35 | Key: 29292929292929292929292929292929
Fixed Point: d2ba45dad2ba45dad2ba45dad2ba45da | Rounds: 18 | Key: 29292929292929292929292929292929
Fixed Point: 16dc16dc16dc16dc16dc16dc16dc16dc | Rounds: 31 | Key: 29292929292929292929292929292929
Fixed Point: 459f5ddc459f5ddc459f5ddc459f5ddc | Rounds: 35 | Key: 29292929292929292929292929292929
Fixed Point: dcdcdcdcdcdcdcdcdcdcdcdcdcdcdcdc | Rounds: 39 | Key: 29292929292929292929292929292929
Fixed Point: 07dd07dd07dd07dd07dd07dd07dd07dd | Rounds: 42 | Key: 29292929292929292929292929292929
Fixed Point: dededededededededededededededede | Rounds: 37 | Key: 29292929292929292929292929292929
Fixed Point: 24e124e124e124e124e124e124e124e1 | Rounds: 27 | Key: 29292929292929292929292929292929
Fixed Point: e2e2e2e2e2e2e2e2e2e2e2e2e2e2e2e2 | Rounds: 20 | Key: 29292929292929292929292929292929
Fixed Point: e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3e3 | Rounds: 29 | Key: 29292929292929292929292929292929
Fixed Point: d77bb4e6d77bb4e6d77bb4e6d77bb4e6 | Rounds: 13 | Key: 29292929292929292929292929292929
Fixed Point: e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6e6 | Rounds: 5 | Key: 29292929292929292929292929292929
Fixed Point: e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7 | Rounds: 13 | Key: 29292929292929292929292929292929
Fixed Point: 22900fe922900fe922900fe922900fe9 | Rounds: 11 | Key: 29292929292929292929292929292929
Fixed Point: e9e9e9e9e9e9e9e9e9e9e9e9e9e9e9e9 | Rounds: 48 | Key: 29292929292929292929292929292929
Fixed Point: 44cf46eb44cf46eb44cf46eb44cf46eb | Rounds: 18 | Key: 29292929292929292929292929292929
Fixed Point: ad40cdecad40cdecad40cdecad40cdec | Rounds: 5 | Key: 29292929292929292929292929292929
Fixed Point: 39ee39ee39ee39ee39ee39ee39ee39ee | Rounds: 38 | Key: 29292929292929292929292929292929
Fixed Point: 87ee87ee87ee87ee87ee87ee87ee87ee | Rounds: 9 | Key: 29292929292929292929292929292929
